order_id,customer_id,timestamp,order_amount,item_count,distinct_categories,high_resale_ratio,wardrobing_flag,discount_percentage,account_age_days,historical_orders,historical_return_rate,historical_chargebacks,delivery_address_changes_30d,billing_shipping_mismatch,ip_distance_to_billing_km,device_trust_score,checkout_duration_sec,payment_velocity_24h,card_is_prepaid,card_country_mismatch,margin_amount,loss_amount,is_return_abuse,is_chargeback,is_risk_target
ORD-112178,CUST-01694,2026-07-18 06:26:30,44.06,2,2,0.597,0,0.2,233.6,10,0.071,0,0,0,37.1,0.807,47.8,4,0,0,15.42,0.0,0,0,0
ORD-103548,CUST-04541,2026-07-18 06:27:07,23.69,1,1,0.063,0,0.15,166.7,3,0.012,0,2,1,4.5,0.97,69.2,1,0,0,8.29,0.0,0,0,0
ORD-103061,CUST-02919,2026-07-18 06:29:55,118.96,2,2,0.044,0,0.0,89.2,9,0.528,0,0,0,1.7,0.955,63.9,1,0,0,41.64,0.0,0,0,0
ORD-102326,CUST-05779,2026-07-18 06:59:09,16.5,4,1,0.085,0,0.15,776.6,31,0.129,0,0,0,9.3,0.632,97.9,1,0,0,5.78,41.5,0,1,1
ORD-103370,CUST-04033,2026-07-18 07:04:59,92.46,1,1,0.057,0,0.1,297.6,13,0.135,0,1,0,58.0,0.865,26.7,1,0,0,32.36,0.0,0,0,0
ORD-104392,CUST-05269,2026-07-18 07:18:59,35.79,2,2,0.078,0,0.15,195.8,4,0.015,0,0,0,0.5,0.63,47.7,1,0,0,12.53,0.0,0,0,0
ORD-112902,CUST-06123,2026-07-18 07:25:38,106.88,4,2,0.079,0,0.15,80.2,6,0.056,0,1,0,37.1,0.825,16.6,3,1,0,37.41,131.88,0,1,1
ORD-113020,CUST-06560,2026-07-18 07:36:21,159.9,1,1,0.017,0,0.15,946.1,35,0.03,0,0,0,51.6,0.69,49.1,1,0,0,55.96,0.0,0,0,0
ORD-108625,CUST-06414,2026-07-18 07:43:07,47.93,1,1,0.197,0,0.1,6.2,1,0.021,0,1,1,9.4,0.63,58.2,1,0,0,16.78,0.0,0,0,0
ORD-108199,CUST-04249,2026-07-18 08:21:56,43.58,1,1,0.494,0,0.1,216.2,10,0.065,1,1,0,160.3,0.946,25.0,4,1,0,15.25,33.07,1,0,1
ORD-105336,CUST-01621,2026-07-18 08:30:51,389.62,1,1,0.212,0,0.5,724.8,19,0.08,0,0,0,98.9,0.892,40.0,1,0,0,136.37,0.0,0,0,0
ORD-110812,CUST-04678,2026-07-18 08:49:33,73.82,3,3,0.245,0,0.3,355.2,13,0.095,0,1,0,56.7,0.887,61.3,1,0,0,25.84,0.0,0,0,0
ORD-110192,CUST-05784,2026-07-18 08:53:32,43.25,1,1,0.201,0,0.0,90.6,4,0.08,0,0,0,92.5,0.732,36.2,1,0,0,15.14,0.0,0,0,0
ORD-104736,CUST-04715,2026-07-18 08:56:15,173.33,8,2,0.145,1,0.1,32.7,2,0.328,0,0,0,6.3,0.898,23.6,1,0,0,60.67,0.0,0,0,0
ORD-106372,CUST-02278,2026-07-18 08:59:56,12.74,6,2,0.018,0,0.0,104.3,5,0.327,0,0,0,43.2,0.932,284.3,1,0,0,4.46,0.0,0,0,0
ORD-112489,CUST-03040,2026-07-18 09:14:59,372.2,1,1,0.155,0,0.0,65.1,3,0.085,0,1,0,37.8,0.986,252.5,1,0,0,130.27,0.0,0,0,0
ORD-112787,CUST-05986,2026-07-18 09:32:26,174.25,3,1,0.557,1,0.15,10.2,1,0.305,0,0,1,35.7,0.629,24.7,1,0,0,60.99,72.28,1,0,1
ORD-111883,CUST-04504,2026-07-18 10:00:45,54.36,1,1,0.002,0,0.0,47.5,5,0.08,0,1,0,40.8,0.663,321.1,1,0,0,19.03,0.0,0,0,0
ORD-103060,CUST-02089,2026-07-18 10:23:58,77.49,1,1,0.085,0,0.2,757.2,31,0.01,0,0,0,0.4,0.69,28.4,2,0,0,27.12,0.0,0,0,0
ORD-105020,CUST-05520,2026-07-18 10:26:04,66.55,4,4,0.277,0,0.1,488.9,19,0.126,0,0,0,37.6,0.796,50.6,1,0,0,23.29,0.0,0,0,0
ORD-114042,CUST-06679,2026-07-18 10:32:20,30.68,1,1,0.137,0,0.3,42.5,2,0.083,0,0,0,50.0,0.905,28.4,4,0,0,10.74,0.0,0,0,0
ORD-103012,CUST-06583,2026-07-18 10:55:03,81.01,5,4,0.48,0,0.0,85.8,4,0.075,0,0,0,29.7,0.859,29.1,1,0,0,28.35,0.0,0,0,0
ORD-112279,CUST-04719,2026-07-18 11:05:28,222.31,6,2,0.062,0,0.0,279.4,13,0.12,0,0,0,31.0,0.937,115.2,1,0,0,77.81,0.0,0,0,0
ORD-114688,CUST-02570,2026-07-18 11:07:47,19.56,2,1,0.014,0,0.0,359.1,13,0.081,0,1,0,99.1,0.943,24.7,1,0,0,6.85,0.0,0,0,0
ORD-108832,CUST-01724,2026-07-18 11:17:25,286.71,2,2,0.376,0,0.0,133.2,3,0.008,0,0,0,27.5,0.84,18.6,1,0,0,100.35,0.0,0,0,0
ORD-101067,CUST-01327,2026-07-18 11:42:55,216.81,1,1,0.393,0,0.0,69.2,1,0.411,0,0,0,35.1,0.727,88.6,6,0,0,75.88,85.04,1,0,1
ORD-104343,CUST-03361,2026-07-18 11:48:36,211.71,1,1,0.157,0,0.15,430.4,13,0.42,0,0,0,26.7,0.869,49.1,1,0,0,74.1,0.0,0,0,0
ORD-106581,CUST-05307,2026-07-18 11:48:42,84.42,1,1,0.237,0,0.15,534.7,25,0.097,0,0,0,71.4,0.62,89.1,1,0,0,29.55,0.0,0,0,0
ORD-103196,CUST-03106,2026-07-18 11:48:51,127.21,4,2,0.03,0,0.0,177.1,5,0.141,0,0,0,34.3,0.858,130.8,1,0,0,44.52,0.0,0,0,0
ORD-106854,CUST-05901,2026-07-18 12:31:02,50.59,1,1,0.56,0,0.0,381.0,10,0.316,0,0,0,38.8,0.973,38.4,1,0,0,17.71,0.0,0,0,0
ORD-100024,CUST-01587,2026-07-18 12:47:26,462.77,3,2,0.336,0,0.1,115.1,4,0.044,0,0,0,19.9,0.609,231.2,1,0,0,161.97,0.0,0,0,0
ORD-111197,CUST-05930,2026-07-18 12:47:41,96.15,4,2,0.082,0,0.1,451.8,24,0.166,0,0,0,131.5,0.902,55.2,1,0,0,33.65,0.0,0,0,0
ORD-108184,CUST-04294,2026-07-18 12:53:37,34.78,6,1,0.131,0,0.1,1369.3,28,0.147,0,0,0,0.7,0.898,92.1,1,0,1,12.17,0.0,0,0,0
ORD-107745,CUST-04773,2026-07-18 12:56:51,50.07,2,2,0.163,0,0.2,156.6,4,0.077,0,0,0,7.0,0.72,127.9,1,0,0,17.52,0.0,0,0,0
ORD-101924,CUST-01394,2026-07-18 13:05:21,21.54,3,2,0.236,0,0.15,110.8,4,0.007,0,0,0,51.4,0.887,27.9,1,0,0,7.54,0.0,0,0,0
ORD-103590,CUST-06571,2026-07-18 13:05:30,245.59,1,1,0.153,0,0.0,55.7,3,0.165,0,0,0,12.5,0.932,29.3,1,0,0,85.96,0.0,0,0,0
ORD-101606,CUST-03916,2026-07-18 13:16:00,34.26,1,1,0.3,0,0.1,184.0,3,0.151,0,0,0,1.3,0.915,79.1,1,0,0,11.99,0.0,0,0,0
ORD-114838,CUST-06901,2026-07-18 13:29:51,188.9,4,3,0.372,0,0.15,358.0,14,0.013,0,0,0,1.7,0.954,46.7,1,0,0,66.11,0.0,0,0,0
ORD-112094,CUST-05607,2026-07-18 13:35:43,82.86,2,1,0.224,1,0.5,473.7,20,0.086,0,0,0,23.0,0.961,28.7,1,0,0,29.0,0.0,0,0,0
ORD-101183,CUST-04198,2026-07-18 13:35:51,67.09,4,1,0.149,0,0.15,251.3,13,0.035,0,0,0,6.5,0.767,46.0,1,0,0,23.48,40.13,1,0,1
ORD-109914,CUST-01070,2026-07-18 13:44:43,57.59,1,1,0.5,0,0.3,234.1,7,0.371,0,0,1,18.8,0.779,32.5,1,0,0,20.16,0.0,0,0,0
ORD-101008,CUST-02789,2026-07-18 13:52:01,37.58,1,1,0.155,0,0.0,473.9,20,0.138,0,0,1,74.9,0.948,53.1,1,0,0,13.15,0.0,0,0,0
ORD-108516,CUST-04486,2026-07-18 14:00:00,328.49,1,1,0.386,0,0.0,73.7,2,0.011,0,1,0,46.2,0.633,48.9,1,0,0,114.97,0.0,0,0,0
ORD-112925,CUST-01999,2026-07-18 14:21:00,292.28,1,1,0.185,0,0.1,140.9,3,0.36,0,0,0,23.7,0.754,8.3,2,0,0,102.3,0.0,0,0,0
ORD-112553,CUST-03867,2026-07-18 14:22:35,19.23,2,2,0.139,0,0.1,86.4,1,0.11,0,0,0,64.6,0.737,29.9,1,0,0,6.73,0.0,0,0,0
ORD-111577,CUST-01243,2026-07-18 14:23:55,30.83,2,2,0.501,0,0.3,261.4,14,0.042,0,0,0,35.9,0.849,97.5,1,0,0,10.79,0.0,0,0,0
ORD-111952,CUST-04567,2026-07-18 14:24:56,61.64,2,2,0.003,1,0.15,36.3,0,0.106,0,0,0,101.6,0.952,25.6,1,0,0,21.57,0.0,0,0,0
ORD-107362,CUST-04762,2026-07-18 14:36:31,311.88,1,1,0.52,0,0.1,152.2,5,0.088,0,1,0,7.5,0.638,129.0,1,0,0,109.16,0.0,0,0,0
ORD-109500,CUST-01761,2026-07-18 14:45:55,62.7,1,1,0.82,0,0.15,61.4,1,0.054,0,0,0,4.5,0.544,28.5,2,0,0,21.94,0.0,0,0,0
ORD-110678,CUST-02493,2026-07-18 14:47:53,38.48,1,1,0.144,0,0.0,239.1,7,0.074,1,0,0,7.8,0.98,206.4,1,0,0,13.47,0.0,0,0,0
ORD-109583,CUST-01769,2026-07-18 14:57:37,52.21,2,1,0.054,0,0.0,40.0,1,0.017,0,0,0,156.7,0.968,33.6,1,0,0,18.27,0.0,0,0,0
ORD-109664,CUST-02645,2026-07-18 14:57:50,28.46,3,3,0.111,0,0.0,11.0,1,0.272,0,0,0,7.7,0.955,90.1,1,0,0,9.96,0.0,0,0,0
ORD-112768,CUST-01799,2026-07-18 15:04:29,42.93,1,1,0.238,0,0.0,685.3,28,0.025,0,0,0,99.2,0.885,29.9,1,1,1,15.03,0.0,0,0,0
ORD-102605,CUST-04452,2026-07-18 15:13:45,118.25,1,1,0.434,0,0.0,1.0,0,0.236,0,0,0,13.8,0.576,40.5,1,1,0,41.39,0.0,0,0,0
ORD-100181,CUST-06892,2026-07-18 15:22:51,85.82,2,2,0.22,0,0.2,105.3,2,0.075,0,0,0,93.7,0.908,79.4,2,0,0,30.04,0.0,0,0,0
ORD-100268,CUST-01308,2026-07-18 15:29:31,81.99,3,1,0.101,0,0.1,304.1,12,0.082,0,0,0,49.5,0.537,42.3,1,0,0,28.7,0.0,0,0,0
ORD-100690,CUST-03984,2026-07-18 15:31:54,124.03,2,2,0.189,0,0.1,52.8,2,0.187,0,0,0,24.0,0.722,78.3,1,0,0,43.41,0.0,0,0,0
ORD-101939,CUST-04789,2026-07-18 15:37:15,41.22,1,1,0.385,0,0.5,173.4,12,0.054,0,0,0,22.0,0.868,14.2,1,0,0,14.43,0.0,0,0,0
ORD-101853,CUST-06397,2026-07-18 15:42:59,22.71,5,4,0.024,0,0.0,495.0,18,0.196,0,0,1,3.1,0.39,247.6,1,1,0,7.95,0.0,0,0,0
ORD-112372,CUST-05688,2026-07-18 15:47:30,101.15,1,1,0.429,0,0.3,127.3,4,0.02,0,0,0,15.7,0.878,46.5,1,0,0,35.4,0.0,0,0,0
ORD-100642,CUST-05117,2026-07-18 15:56:43,31.06,2,2,0.209,0,0.2,98.2,6,0.15,0,0,0,89.5,0.919,63.1,1,0,0,10.87,0.0,0,0,0
ORD-110842,CUST-02257,2026-07-18 16:01:10,46.73,2,1,0.104,0,0.0,160.4,7,0.116,0,1,0,14.5,0.761,101.4,2,0,0,16.36,0.0,0,0,0
ORD-104369,CUST-03219,2026-07-18 16:05:47,201.12,1,1,0.097,0,0.1,45.6,3,0.088,2,0,0,28.3,0.901,51.6,1,0,0,70.39,0.0,0,0,0
ORD-101196,CUST-02631,2026-07-18 16:07:03,81.85,2,2,0.264,1,0.15,514.0,30,0.13,0,0,0,27.3,0.96,17.2,2,0,0,28.65,0.0,0,0,0
ORD-104809,CUST-06857,2026-07-18 16:08:31,23.87,2,2,0.265,0,0.0,71.9,3,0.102,0,0,0,37.0,0.843,147.8,1,0,0,8.35,0.0,0,0,0
ORD-108465,CUST-06478,2026-07-18 16:27:33,69.09,1,1,0.122,0,0.0,1357.8,27,0.172,0,0,0,8.6,0.913,37.1,1,0,0,24.18,0.0,0,0,0
ORD-106080,CUST-04059,2026-07-18 16:37:04,34.33,2,2,0.028,0,0.15,111.2,3,0.378,0,0,0,6.9,0.71,25.3,1,1,0,12.02,0.0,0,0,0
ORD-110005,CUST-05641,2026-07-18 16:40:10,85.23,3,1,0.064,0,0.15,162.9,4,0.119,0,1,0,18.7,0.768,172.9,1,1,0,29.83,0.0,0,0,0
ORD-111772,CUST-01470,2026-07-18 16:47:35,233.12,1,1,0.161,0,0.0,30.2,1,0.142,0,1,1,3.2,0.641,41.6,1,0,0,81.59,0.0,0,0,0
ORD-103804,CUST-02800,2026-07-18 16:56:19,39.04,2,2,0.586,0,0.15,1028.1,28,0.232,0,0,0,116.7,0.754,39.2,1,0,0,13.66,0.0,0,0,0
ORD-108579,CUST-01927,2026-07-18 17:26:47,83.88,1,1,0.236,0,0.0,106.6,4,0.252,0,0,0,60.2,0.747,105.9,1,0,0,29.36,0.0,0,0,0
ORD-111897,CUST-05884,2026-07-18 17:39:44,111.35,1,1,0.109,0,0.1,18.3,0,0.154,0,0,0,15.9,0.935,44.6,1,0,0,38.97,0.0,0,0,0
ORD-114961,CUST-03785,2026-07-18 17:49:56,29.77,2,2,0.098,0,0.2,175.9,10,0.119,0,1,0,113.4,0.717,50.3,1,0,0,10.42,0.0,0,0,0
ORD-108430,CUST-04322,2026-07-18 17:54:22,26.19,1,1,0.078,0,0.1,35.9,1,0.143,0,1,0,19.2,0.678,47.7,1,1,0,9.17,0.0,0,0,0
ORD-108547,CUST-06518,2026-07-18 17:55:06,35.19,2,2,0.245,0,0.0,407.2,17,0.403,0,0,0,39.7,0.776,52.3,1,1,0,12.32,60.19,0,1,1
ORD-106496,CUST-05491,2026-07-18 17:55:37,47.45,1,1,0.026,0,0.15,36.0,4,0.277,0,0,0,88.5,0.937,77.1,1,0,0,16.61,0.0,0,0,0
ORD-101708,CUST-05555,2026-07-18 17:58:43,15.0,4,4,0.166,0,0.0,61.8,4,0.116,0,0,0,15.2,0.913,16.9,2,0,0,5.25,0.0,0,0,0
ORD-102069,CUST-03809,2026-07-18 18:12:49,114.24,1,1,0.086,0,0.0,46.0,0,0.025,0,0,0,44.3,0.726,34.8,1,0,0,39.98,0.0,0,0,0
ORD-102043,CUST-02189,2026-07-18 18:41:58,142.39,2,2,0.229,0,0.2,186.3,9,0.094,0,0,1,36.2,0.757,67.8,2,0,0,49.84,0.0,0,0,0
ORD-104514,CUST-02262,2026-07-18 18:46:03,25.07,4,2,0.345,0,0.0,246.7,9,0.09,0,0,0,18.6,0.921,31.6,1,0,0,8.77,0.0,0,0,0
ORD-108635,CUST-01680,2026-07-18 19:05:23,117.73,3,2,0.123,0,0.2,86.3,9,0.051,0,0,0,115.5,0.815,78.4,1,0,1,41.21,0.0,0,0,0
ORD-110139,CUST-04502,2026-07-18 19:23:28,47.33,1,1,0.058,0,0.15,210.3,9,0.156,0,0,0,8.0,0.775,91.4,3,0,0,16.57,0.0,0,0,0
ORD-110059,CUST-02492,2026-07-18 19:51:26,72.78,1,1,0.458,0,0.0,188.0,5,0.022,0,0,1,53.8,0.897,53.0,1,0,0,25.47,0.0,0,0,0
ORD-109817,CUST-01874,2026-07-18 19:52:48,29.7,1,1,0.518,0,0.0,227.6,11,0.046,0,0,0,178.4,0.915,46.6,2,0,0,10.4,0.0,0,0,0
ORD-113858,CUST-05735,2026-07-18 20:00:51,118.01,3,3,0.358,0,0.2,522.6,13,0.023,0,0,0,18.1,0.923,51.6,1,0,0,41.3,0.0,0,0,0
ORD-103300,CUST-06708,2026-07-18 20:22:24,110.5,2,2,0.259,0,0.1,408.2,9,0.142,0,1,0,75.3,0.877,55.9,1,1,0,38.67,0.0,0,0,0
ORD-100682,CUST-06440,2026-07-18 20:26:59,61.22,4,3,0.181,0,0.0,75.6,1,0.136,0,1,0,1.5,0.873,126.5,1,0,0,21.43,0.0,0,0,0
ORD-102874,CUST-03125,2026-07-18 20:36:42,122.1,1,1,0.335,0,0.3,136.9,3,0.133,0,0,0,24.1,0.801,77.9,1,0,0,42.73,0.0,0,0,0
ORD-108138,CUST-05721,2026-07-18 20:38:36,180.51,3,2,0.367,0,0.15,830.8,28,0.053,0,0,0,21.6,0.803,45.3,1,0,0,63.18,205.51,0,1,1
ORD-100609,CUST-01535,2026-07-18 20:39:53,87.73,1,1,0.251,0,0.1,176.0,7,0.066,0,0,0,4.7,0.875,187.6,1,0,0,30.71,0.0,0,0,0
ORD-102948,CUST-06902,2026-07-18 20:40:50,75.64,2,1,0.629,0,0.2,178.8,6,0.024,0,1,0,2.0,0.838,125.0,1,0,1,26.47,0.0,0,0,0
ORD-112540,CUST-01218,2026-07-18 20:41:32,13.24,1,1,0.189,0,0.0,24.4,1,0.171,0,0,0,22.1,0.832,62.2,1,0,0,4.63,0.0,0,0,0
ORD-114786,CUST-05904,2026-07-18 20:44:16,38.97,8,2,0.419,0,0.0,373.7,18,0.187,0,0,0,21.4,0.853,16.3,1,0,0,13.64,0.0,0,0,0
ORD-114210,CUST-06818,2026-07-18 21:12:41,40.97,1,1,0.193,0,0.15,7.0,0,0.148,0,0,0,23.2,0.611,39.7,1,0,0,14.34,0.0,0,0,0
ORD-112529,CUST-02001,2026-07-18 21:16:13,352.02,3,1,0.036,0,0.0,240.3,6,0.032,0,0,0,32.2,0.986,92.8,1,0,0,123.21,0.0,0,0,0
ORD-110896,CUST-02055,2026-07-18 21:28:29,42.77,6,3,0.619,0,0.15,42.5,3,0.06,0,0,0,10.4,0.954,34.7,1,0,0,14.97,0.0,0,0,0
ORD-102052,CUST-04557,2026-07-18 21:49:08,133.76,1,1,0.095,0,0.1,166.7,9,0.068,0,0,0,9.9,0.709,30.9,1,0,0,46.82,0.0,0,0,0
ORD-101157,CUST-01705,2026-07-18 21:51:26,143.93,1,1,0.084,0,0.0,44.2,2,0.093,0,1,0,18.2,0.936,28.9,4,0,0,50.38,0.0,0,0,0
ORD-100582,CUST-01489,2026-07-18 21:56:39,20.24,3,2,0.051,0,0.0,979.4,27,0.176,0,0,1,104.4,0.907,71.9,1,0,1,7.08,45.24,0,1,1
ORD-111230,CUST-05978,2026-07-18 21:57:46,111.12,2,2,0.177,0,0.1,146.0,6,0.279,0,0,1,125.8,0.873,101.0,1,0,0,38.89,0.0,0,0,0
ORD-113175,CUST-04119,2026-07-18 21:59:04,32.48,2,2,0.33,0,0.15,62.9,2,0.081,0,0,0,37.4,0.887,38.5,1,0,0,11.37,0.0,0,0,0
ORD-102941,CUST-05651,2026-07-18 22:05:30,100.31,2,2,0.223,0,0.1,78.1,2,0.054,0,0,0,7.0,0.979,82.2,1,0,1,35.11,0.0,0,0,0
ORD-109815,CUST-05481,2026-07-18 22:12:05,179.68,1,1,0.084,0,0.0,788.3,33,0.331,0,0,0,22.4,0.895,35.2,3,0,0,62.89,0.0,0,0,0
ORD-106918,CUST-05891,2026-07-18 22:35:57,218.39,3,1,0.275,1,0.0,605.3,26,0.019,0,0,0,43.1,0.773,21.8,4,1,0,76.44,0.0,0,0,0
ORD-103572,CUST-04339,2026-07-18 22:38:49,96.3,2,2,0.068,0,0.1,194.1,11,0.339,0,0,0,25.0,0.771,16.8,1,0,0,33.7,0.0,0,0,0
ORD-108717,CUST-04494,2026-07-18 22:43:00,185.02,2,2,0.368,0,0.1,187.3,8,0.166,0,0,0,61.8,0.73,39.2,1,0,0,64.76,0.0,0,0,0
ORD-104075,CUST-05617,2026-07-18 22:45:51,74.61,5,3,0.375,0,0.2,287.8,11,0.039,0,0,0,11.5,0.782,75.9,1,1,0,26.11,0.0,0,0,0
ORD-113104,CUST-04103,2026-07-18 22:50:50,47.7,1,1,0.282,0,0.1,373.1,11,0.064,0,0,0,86.1,0.856,89.0,1,0,0,16.7,0.0,0,0,0
ORD-104707,CUST-06073,2026-07-18 23:07:51,120.07,7,2,0.08,0,0.15,385.4,12,0.227,0,0,0,12.2,0.863,94.3,1,0,0,42.02,0.0,0,0,0
ORD-103139,CUST-02216,2026-07-18 23:13:06,41.31,1,1,0.447,0,0.15,185.2,7,0.12,0,0,0,10.1,0.875,40.8,1,1,1,14.46,0.0,0,0,0
ORD-104266,CUST-04519,2026-07-18 23:20:23,39.61,2,2,0.545,1,0.2,146.9,5,0.09,0,0,0,5.9,0.975,230.5,1,0,1,13.86,0.0,0,0,0
ORD-103378,CUST-03304,2026-07-18 23:25:47,221.15,1,1,0.076,0,0.1,53.0,3,0.307,0,0,0,64.4,0.71,35.1,1,0,0,77.4,0.0,0,0,0
ORD-111986,CUST-05983,2026-07-18 23:33:26,56.41,1,1,0.138,0,0.0,223.5,9,0.092,0,0,0,60.9,0.972,45.0,1,0,1,19.74,0.0,0,0,0
ORD-111056,CUST-06484,2026-07-18 23:45:06,25.96,5,1,0.551,0,0.2,107.3,6,0.205,0,0,0,142.5,0.761,65.9,4,0,0,9.09,0.0,0,0,0
ORD-107004,CUST-01060,2026-07-18 23:56:47,26.91,1,1,0.121,0,0.0,364.9,14,0.378,0,0,0,4.7,0.898,23.9,1,0,0,9.42,0.0,0,0,0
ORD-107858,CUST-01300,2026-07-19 00:02:04,53.42,1,1,0.352,0,0.0,66.8,4,0.062,0,1,0,54.9,0.75,64.7,1,0,0,18.7,36.03,1,0,1
ORD-109781,CUST-04095,2026-07-19 00:12:10,75.01,2,1,0.043,0,0.0,114.6,3,0.265,0,0,1,43.2,0.605,50.5,1,0,0,26.25,0.0,0,0,0
ORD-100401,CUST-02506,2026-07-19 00:28:44,47.21,2,2,0.56,0,0.0,28.2,1,0.184,0,0,0,9.4,0.617,137.9,1,0,0,16.52,0.0,0,0,0
ORD-102640,CUST-01207,2026-07-19 00:37:39,105.41,1,1,0.372,0,0.5,304.1,10,0.218,0,0,0,65.5,0.772,74.9,1,0,0,36.89,0.0,0,0,0
ORD-111809,CUST-01545,2026-07-19 00:53:19,34.63,5,4,0.078,0,0.2,8.7,0,0.006,0,0,0,145.7,0.876,23.0,2,0,0,12.12,0.0,0,0,0
ORD-105837,CUST-02486,2026-07-19 00:54:59,66.3,3,2,0.222,0,0.0,545.2,25,0.088,2,0,0,1.6,0.751,91.2,1,0,0,23.2,0.0,0,0,0
ORD-104284,CUST-06012,2026-07-19 00:58:21,48.2,4,2,0.311,1,0.0,16.1,1,0.021,0,0,0,201.0,0.76,43.6,1,0,0,16.87,0.0,0,0,0
ORD-100273,CUST-04263,2026-07-19 01:00:16,25.27,4,1,0.049,0,0.0,505.5,28,0.155,0,0,0,68.4,0.553,28.5,1,0,0,8.84,0.0,0,0,0
ORD-111850,CUST-02286,2026-07-19 01:09:29,124.69,1,1,0.268,0,0.3,908.9,29,0.292,0,0,0,10.8,0.619,118.0,1,0,0,43.64,0.0,0,0,0
ORD-107317,CUST-01145,2026-07-19 01:30:53,173.35,7,3,0.199,0,0.0,11.0,0,0.084,0,1,0,34.1,0.981,58.1,1,0,0,60.67,0.0,0,0,0
ORD-114567,CUST-05170,2026-07-19 02:03:09,22.03,4,2,0.016,0,0.0,1051.5,33,0.187,0,0,0,13.6,0.975,32.1,2,0,0,7.71,0.0,0,0,0
ORD-113730,CUST-02167,2026-07-19 02:09:41,62.01,1,1,0.111,0,0.15,60.6,3,0.105,0,1,1,41.9,0.689,145.0,1,0,0,21.7,0.0,0,0,0
ORD-110582,CUST-03754,2026-07-19 02:20:20,36.03,2,2,0.01,0,0.2,1173.2,35,0.046,0,0,0,0.8,0.668,108.1,1,0,0,12.61,0.0,0,0,0
ORD-114004,CUST-01059,2026-07-19 02:27:56,26.76,3,2,0.181,1,0.15,167.8,3,0.167,0,1,0,42.0,0.793,34.8,1,0,0,9.37,0.0,0,0,0
ORD-105795,CUST-05322,2026-07-19 02:29:10,188.4,1,1,0.293,0,0.3,175.7,12,0.027,0,0,0,18.3,0.864,99.8,1,0,0,65.94,0.0,0,0,0
ORD-104890,CUST-04432,2026-07-19 02:30:30,59.01,3,3,0.465,0,0.1,293.8,12,0.057,0,0,0,99.5,0.895,134.7,1,0,0,20.65,0.0,0,0,0
ORD-108219,CUST-02467,2026-07-19 02:32:07,54.55,2,2,0.211,0,0.0,88.4,2,0.172,0,1,1,164.4,0.768,11.4,1,0,0,19.09,0.0,0,0,0
ORD-104025,CUST-03824,2026-07-19 02:36:36,25.54,1,1,0.586,0,0.0,280.5,9,0.124,0,0,0,2.2,0.754,69.7,1,0,0,8.94,0.0,0,0,0
ORD-104709,CUST-03095,2026-07-19 02:44:39,159.94,2,1,0.05,0,0.1,430.1,22,0.269,0,0,0,35.2,0.996,45.4,1,0,0,55.98,0.0,0,0,0
ORD-104416,CUST-02603,2026-07-19 02:45:35,220.99,4,2,0.418,0,0.0,169.2,6,0.304,0,0,0,43.7,0.665,77.8,1,0,0,77.35,0.0,0,0,0
ORD-101195,CUST-06315,2026-07-19 02:53:25,19.74,7,4,0.179,1,0.15,12.7,0,0.022,0,0,1,11.1,0.827,25.0,1,0,0,6.91,0.0,0,0,0
ORD-108780,CUST-05489,2026-07-19 02:58:30,81.36,3,1,0.141,0,0.0,104.5,3,0.102,0,0,0,49.3,0.765,108.4,1,0,0,28.48,0.0,0,0,0
ORD-101629,CUST-03076,2026-07-19 03:11:00,31.3,4,3,0.285,0,0.0,26.4,1,0.052,0,0,0,88.0,0.842,95.7,1,0,0,10.96,0.0,0,0,0
ORD-100197,CUST-02078,2026-07-19 03:17:15,120.51,1,1,0.008,0,0.0,324.6,11,0.098,0,1,0,20.1,0.766,15.3,1,0,0,42.18,0.0,0,0,0
ORD-114136,CUST-03712,2026-07-19 03:25:14,56.74,7,1,0.434,0,0.1,93.3,4,0.057,0,0,0,0.7,0.833,26.4,1,0,0,19.86,0.0,0,0,0
ORD-101561,CUST-06635,2026-07-19 03:36:23,142.33,2,2,0.125,0,0.1,110.0,3,0.025,0,0,0,7.9,0.925,28.0,1,0,0,49.82,0.0,0,0,0
ORD-105925,CUST-02212,2026-07-19 03:47:50,99.62,6,1,0.046,1,0.0,71.4,2,0.29,0,0,0,5.0,0.884,22.9,1,0,0,34.87,0.0,0,0,0
ORD-112417,CUST-06314,2026-07-19 03:57:17,51.43,2,2,0.227,0,0.0,30.8,1,0.227,0,1,0,10.9,0.854,101.4,1,0,0,18.0,0.0,0,0,0
ORD-113282,CUST-02385,2026-07-19 04:05:19,16.77,2,1,0.209,0,0.0,17.7,1,0.152,0,0,0,18.7,0.947,30.5,1,1,0,5.87,0.0,0,0,0
ORD-112550,CUST-01575,2026-07-19 04:11:42,135.31,1,1,0.19,0,0.0,494.6,24,0.226,0,0,0,113.6,0.759,34.4,1,0,0,47.36,0.0,0,0,0
ORD-108978,CUST-03117,2026-07-19 04:22:55,153.6,1,1,0.093,0,0.1,319.6,15,0.39,0,0,0,58.5,0.875,84.2,2,0,0,53.76,0.0,0,0,0
ORD-102783,CUST-02769,2026-07-19 04:58:31,143.97,1,1,0.363,0,0.1,994.4,20,0.072,0,0,0,6.6,0.82,49.7,1,0,0,50.39,0.0,0,0,0
ORD-111903,CUST-02663,2026-07-19 04:58:39,112.96,5,5,0.313,0,0.0,286.8,12,0.214,0,0,0,40.9,0.825,16.3,1,0,0,39.54,0.0,0,0,0
